"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Info"
"4042","82.947025","72.246.151.67","10.9.2.177","TCP","1434","1245095","443  >  57268 [PSH, ACK] Seq=1245095 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4043","82.947025","72.246.151.67","10.9.2.177","TCP","1434","1246475","443  >  57268 [ACK] Seq=1246475 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4044","82.947025","72.246.151.67","10.9.2.177","TLSv1.2","1434","1247855","Application Data"
"4045","82.947025","72.246.151.67","10.9.2.177","TCP","1434","1249235","443  >  57268 [ACK] Seq=1249235 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4046","82.947025","72.246.151.67","10.9.2.177","TCP","1434","1250615","443  >  57268 [PSH, ACK] Seq=1250615 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4047","82.947025","72.246.151.67","10.9.2.177","TCP","1434","1251995","443  >  57268 [ACK] Seq=1251995 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4048","82.947025","72.246.151.67","10.9.2.177","TCP","1434","1253375","443  >  57268 [PSH, ACK] Seq=1253375 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4049","82.947025","72.246.151.67","10.9.2.177","TCP","1434","1254755","443  >  57268 [ACK] Seq=1254755 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4050","82.947121","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1256135 Win=4215 Len=0"
"4051","82.947275","72.246.151.67","10.9.2.177","TCP","1434","1256135","443  >  57268 [ACK] Seq=1256135 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4052","82.947275","72.246.151.67","10.9.2.177","TCP","1434","1257515","443  >  57268 [PSH, ACK] Seq=1257515 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4053","82.947275","72.246.151.67","10.9.2.177","TCP","1434","1258895","443  >  57268 [ACK] Seq=1258895 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4054","82.947307","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1260275 Win=4215 Len=0"
"4055","82.948851","72.246.151.67","10.9.2.177","TCP","1434","1260275","443  >  57268 [PSH, ACK] Seq=1260275 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4056","82.948851","72.246.151.67","10.9.2.177","TCP","1434","1261655","443  >  57268 [ACK] Seq=1261655 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4057","82.948851","72.246.151.67","10.9.2.177","TCP","1434","1263035","443  >  57268 [PSH, ACK] Seq=1263035 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4058","82.948851","72.246.151.67","10.9.2.177","TLSv1.2","1434","1264415","Application Data"
"4059","82.948917","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1265795 Win=4215 Len=0"
"4060","82.949219","72.246.151.67","10.9.2.177","TCP","1434","1265795","443  >  57268 [PSH, ACK] Seq=1265795 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4061","82.949219","72.246.151.67","10.9.2.177","TCP","1434","1267175","443  >  57268 [ACK] Seq=1267175 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4062","82.949257","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1268555 Win=4215 Len=0"
"4063","82.951869","fe80::842:8599:51bf:41a8","ff02::fb","MDNS","598","","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR \327\224-iPhone \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local TXT SRV, cache flush 0 0 49154 h-iPhone-sl-qwby.local PTR, cache flush h-iPhone-sl-qwby.local PTR, cache flush h-iPhone-sl-qwby.local AAAA, cache flush fe80::842:8599:51bf:41a8 A, cache flush 10.9.1.2 NSEC, cache flush \327\224-iPhone \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local NSEC, cache flush 8.A.1.4.F.B.1.5.9.9.5.8.2.4.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 2.1.9.10.in-addr.arpa NSEC, cache flush h-iPhone-sl-qwby.local OPT"
"4064","82.952626","72.246.151.67","10.9.2.177","TCP","1434","1268555","443  >  57268 [PSH, ACK] Seq=1268555 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4065","82.952663","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1269935 Win=4215 Len=0"
"4066","82.953851","72.246.151.67","10.9.2.177","TCP","1434","1269935","443  >  57268 [ACK] Seq=1269935 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4067","82.953851","72.246.151.67","10.9.2.177","TCP","1434","1271315","443  >  57268 [PSH, ACK] Seq=1271315 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4068","82.953851","72.246.151.67","10.9.2.177","TCP","1434","1272695","443  >  57268 [ACK] Seq=1272695 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4069","82.953851","72.246.151.67","10.9.2.177","TCP","1434","1274075","443  >  57268 [PSH, ACK] Seq=1274075 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4070","82.953851","72.246.151.67","10.9.2.177","TCP","1434","1275455","443  >  57268 [ACK] Seq=1275455 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4071","82.953851","72.246.151.67","10.9.2.177","TCP","1434","1276835","443  >  57268 [PSH, ACK] Seq=1276835 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4072","82.953907","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1278215 Win=4215 Len=0"
"4073","82.954025","72.246.151.67","10.9.2.177","TCP","1434","1278215","443  >  57268 [ACK] Seq=1278215 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4074","82.954025","72.246.151.67","10.9.2.177","TCP","1434","1279595","443  >  57268 [PSH, ACK] Seq=1279595 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4075","82.954117","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1280975 Win=4215 Len=0"
"4076","82.954225","72.246.151.67","10.9.2.177","TLSv1.2","1434","1280975","Application Data"
"4077","82.954740","72.246.151.67","10.9.2.177","TCP","1434","1282355","443  >  57268 [PSH, ACK] Seq=1282355 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4078","82.954740","72.246.151.67","10.9.2.177","TCP","1434","1283735","443  >  57268 [ACK] Seq=1283735 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4079","82.954770","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1285115 Win=4215 Len=0"
"4080","82.955449","72.246.151.67","10.9.2.177","TCP","1434","1285115","443  >  57268 [PSH, ACK] Seq=1285115 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4081","82.955484","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1286495 Win=4215 Len=0"
"4082","82.956026","72.246.151.67","10.9.2.177","TCP","1434","1286495","443  >  57268 [ACK] Seq=1286495 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4083","82.956026","72.246.151.67","10.9.2.177","TCP","1434","1287875","443  >  57268 [PSH, ACK] Seq=1287875 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4084","82.956049","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1289255 Win=4215 Len=0"
"4085","82.957148","72.246.151.67","10.9.2.177","TLSv1.2","1434","1289255","Application Data"
"4086","82.957148","72.246.151.67","10.9.2.177","TCP","1434","1290635","443  >  57268 [PSH, ACK] Seq=1290635 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4087","82.957170","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1292015 Win=4215 Len=0"
"4088","82.957527","72.246.151.67","10.9.2.177","TCP","1434","1292015","443  >  57268 [ACK] Seq=1292015 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4089","82.959096","72.246.151.67","10.9.2.177","TCP","1434","1293395","443  >  57268 [PSH, ACK] Seq=1293395 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4090","82.959125","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1294775 Win=4215 Len=0"
"4091","82.959438","72.246.151.67","10.9.2.177","TCP","1434","1294775","443  >  57268 [ACK] Seq=1294775 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4092","82.959438","72.246.151.67","10.9.2.177","TCP","1434","1296155","443  >  57268 [PSH, ACK] Seq=1296155 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4093","82.959469","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1297535 Win=4215 Len=0"
"4094","82.959765","72.246.151.67","10.9.2.177","TCP","1434","1297535","443  >  57268 [ACK] Seq=1297535 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4095","82.959765","72.246.151.67","10.9.2.177","TCP","1434","1298915","443  >  57268 [PSH, ACK] Seq=1298915 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4096","82.959783","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1300295 Win=4215 Len=0"
"4097","82.960241","72.246.151.67","10.9.2.177","TCP","1434","1300295","443  >  57268 [ACK] Seq=1300295 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4098","82.960885","72.246.151.67","10.9.2.177","TCP","1434","1301675","443  >  57268 [PSH, ACK] Seq=1301675 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4099","82.960899","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1303055 Win=4215 Len=0"
"4100","82.961191","72.246.151.67","10.9.2.177","TCP","1434","1303055","443  >  57268 [ACK] Seq=1303055 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4101","82.961559","72.246.151.67","10.9.2.177","TCP","1434","1304435","443  >  57268 [PSH, ACK] Seq=1304435 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4102","82.961573","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1305815 Win=4215 Len=0"
"4103","82.962187","72.246.151.67","10.9.2.177","TLSv1.2","1434","1305815","Application Data"
"4104","82.962685","72.246.151.67","10.9.2.177","TCP","1434","1307195","443  >  57268 [PSH, ACK] Seq=1307195 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4105","82.962685","72.246.151.67","10.9.2.177","TCP","1434","1308575","443  >  57268 [ACK] Seq=1308575 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4106","82.962711","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1309955 Win=4215 Len=0"
"4107","82.964906","72.246.151.67","10.9.2.177","TCP","1434","1309955","443  >  57268 [PSH, ACK] Seq=1309955 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4108","82.964927","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1311335 Win=4215 Len=0"
"4109","82.965114","72.246.151.67","10.9.2.177","TCP","1434","1311335","443  >  57268 [ACK] Seq=1311335 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4110","82.965861","72.246.151.67","10.9.2.177","TCP","1434","1312715","443  >  57268 [PSH, ACK] Seq=1312715 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4111","82.965861","72.246.151.67","10.9.2.177","TCP","1434","1314095","443  >  57268 [ACK] Seq=1314095 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4112","82.965861","72.246.151.67","10.9.2.177","TCP","1434","1315475","443  >  57268 [PSH, ACK] Seq=1315475 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4113","82.965885","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1316855 Win=4215 Len=0"
"4114","82.966182","72.246.151.67","10.9.2.177","TCP","1434","1316855","443  >  57268 [ACK] Seq=1316855 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4115","82.967593","72.246.151.67","10.9.2.177","TCP","1434","1318235","443  >  57268 [PSH, ACK] Seq=1318235 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4116","82.967593","72.246.151.67","10.9.2.177","TCP","1434","1319615","443  >  57268 [PSH, ACK] Seq=1319615 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4117","82.967658","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1320995 Win=4215 Len=0"
"4118","82.967790","72.246.151.67","10.9.2.177","TCP","1434","1320995","443  >  57268 [ACK] Seq=1320995 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4119","82.967790","72.246.151.67","10.9.2.177","TLSv1.2","1434","1322375","Application Data"
"4120","82.967814","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1323755 Win=4215 Len=0"
"4121","82.968214","72.246.151.67","10.9.2.177","TCP","1434","1323755","443  >  57268 [ACK] Seq=1323755 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4122","82.968214","72.246.151.67","10.9.2.177","TCP","1434","1325135","443  >  57268 [PSH, ACK] Seq=1325135 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4123","82.968242","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1326515 Win=4215 Len=0"
"4124","82.969600","72.246.151.67","10.9.2.177","TCP","1434","1326515","443  >  57268 [ACK] Seq=1326515 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4125","82.969600","72.246.151.67","10.9.2.177","TCP","1434","1327895","443  >  57268 [PSH, ACK] Seq=1327895 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4126","82.969739","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1329275 Win=4215 Len=0"
"4127","82.970840","72.246.151.67","10.9.2.177","TCP","1434","1329275","443  >  57268 [ACK] Seq=1329275 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4128","82.970879","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1330655 Win=4215 Len=0"
"4129","82.971223","72.246.151.67","10.9.2.177","TLSv1.2","1434","1330655","Application Data"
"4130","82.971223","72.246.151.67","10.9.2.177","TCP","1434","1332035","443  >  57268 [ACK] Seq=1332035 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4131","82.971355","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1333415 Win=4215 Len=0"
"4132","82.971538","72.246.151.67","10.9.2.177","TCP","1434","1333415","443  >  57268 [PSH, ACK] Seq=1333415 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4133","82.971538","72.246.151.67","10.9.2.177","TCP","1434","1334795","443  >  57268 [ACK] Seq=1334795 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4134","82.971616","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1336175 Win=4215 Len=0"
"4135","82.972623","72.246.151.67","10.9.2.177","TCP","1434","1336175","443  >  57268 [PSH, ACK] Seq=1336175 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4136","82.972623","72.246.151.67","10.9.2.177","TCP","1434","1337555","443  >  57268 [ACK] Seq=1337555 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4137","82.972652","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1338935 Win=4215 Len=0"
"4138","82.972915","72.246.151.67","10.9.2.177","TCP","1434","1338935","443  >  57268 [PSH, ACK] Seq=1338935 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4139","82.973590","72.246.151.67","10.9.2.177","TCP","1434","1340315","443  >  57268 [ACK] Seq=1340315 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4140","82.973608","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1341695 Win=4215 Len=0"
"4141","82.974102","72.246.151.67","10.9.2.177","TCP","1434","1341695","443  >  57268 [PSH, ACK] Seq=1341695 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4142","82.975434","72.246.151.67","10.9.2.177","TCP","1434","1343075","443  >  57268 [ACK] Seq=1343075 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4143","82.975434","72.246.151.67","10.9.2.177","TCP","1434","1344455","443  >  57268 [PSH, ACK] Seq=1344455 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4144","82.975434","72.246.151.67","10.9.2.177","TLSv1.2","1434","1345835","Application Data"
"4145","82.975457","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1347215 Win=4215 Len=0"
"4146","82.975871","72.246.151.67","10.9.2.177","TCP","1434","1347215","443  >  57268 [PSH, ACK] Seq=1347215 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4147","82.975871","72.246.151.67","10.9.2.177","TCP","1434","1348595","443  >  57268 [ACK] Seq=1348595 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4148","82.975896","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1349975 Win=4215 Len=0"
"4149","82.976826","72.246.151.67","10.9.2.177","TCP","1434","1349975","443  >  57268 [PSH, ACK] Seq=1349975 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4150","82.977679","72.246.151.67","10.9.2.177","TCP","1434","1351355","443  >  57268 [ACK] Seq=1351355 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4151","82.977693","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1352735 Win=4215 Len=0"
"4152","82.978077","72.246.151.67","10.9.2.177","TCP","1434","1352735","443  >  57268 [PSH, ACK] Seq=1352735 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4153","82.978827","72.246.151.67","10.9.2.177","TCP","1434","1354115","443  >  57268 [ACK] Seq=1354115 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4154","82.978827","72.246.151.67","10.9.2.177","TCP","1434","1355495","443  >  57268 [PSH, ACK] Seq=1355495 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4155","82.978854","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1356875 Win=4215 Len=0"
"4156","82.980047","72.246.151.67","10.9.2.177","TCP","1434","1356875","443  >  57268 [ACK] Seq=1356875 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4157","82.980047","72.246.151.67","10.9.2.177","TCP","1434","1358255","443  >  57268 [PSH, ACK] Seq=1358255 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4158","82.980066","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1359635 Win=4215 Len=0"
"4159","82.988911","72.246.151.67","10.9.2.177","TCP","1434","1359635","443  >  57268 [ACK] Seq=1359635 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4160","82.988911","72.246.151.67","10.9.2.177","TCP","1434","1361015","443  >  57268 [PSH, ACK] Seq=1361015 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4161","82.988911","72.246.151.67","10.9.2.177","TLSv1.2","1434","1362395","Application Data"
"4162","82.988911","72.246.151.67","10.9.2.177","TCP","1434","1363775","443  >  57268 [PSH, ACK] Seq=1363775 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4163","82.988911","72.246.151.67","10.9.2.177","TCP","1434","1365155","443  >  57268 [ACK] Seq=1365155 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4164","82.988911","72.246.151.67","10.9.2.177","TCP","1434","1366535","443  >  57268 [PSH, ACK] Seq=1366535 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4165","82.988911","72.246.151.67","10.9.2.177","TCP","1434","1367915","443  >  57268 [ACK] Seq=1367915 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4166","82.988911","72.246.151.67","10.9.2.177","TCP","1434","1369295","443  >  57268 [PSH, ACK] Seq=1369295 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4167","82.988911","72.246.151.67","10.9.2.177","TLSv1.2","1434","1370675","Application Data"
"4168","82.988911","72.246.151.67","10.9.2.177","TCP","1434","1372055","443  >  57268 [PSH, ACK] Seq=1372055 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4169","82.988911","72.246.151.67","10.9.2.177","TCP","1434","1373435","443  >  57268 [ACK] Seq=1373435 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4170","82.988911","72.246.151.67","10.9.2.177","TCP","1434","1374815","443  >  57268 [PSH, ACK] Seq=1374815 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4171","82.988911","72.246.151.67","10.9.2.177","TCP","1434","1376195","443  >  57268 [ACK] Seq=1376195 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4172","82.988911","72.246.151.67","10.9.2.177","TCP","1434","1377575","443  >  57268 [PSH, ACK] Seq=1377575 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4173","82.988911","72.246.151.67","10.9.2.177","TCP","1434","1378955","443  >  57268 [ACK] Seq=1378955 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4174","82.988911","72.246.151.67","10.9.2.177","TCP","1434","1380335","443  >  57268 [PSH, ACK] Seq=1380335 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4175","82.988911","72.246.151.67","10.9.2.177","TCP","1434","1381715","443  >  57268 [ACK] Seq=1381715 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4176","82.988911","72.246.151.67","10.9.2.177","TCP","1434","1383095","443  >  57268 [PSH, ACK] Seq=1383095 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4177","82.988911","72.246.151.67","10.9.2.177","TCP","1434","1384475","443  >  57268 [ACK] Seq=1384475 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4178","82.989070","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1385855 Win=4215 Len=0"
"4179","82.989334","72.246.151.67","10.9.2.177","TCP","1434","1385855","443  >  57268 [ACK] Seq=1385855 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4180","82.991276","72.246.151.67","10.9.2.177","TLSv1.2","1434","1387235","Application Data"
"4181","82.991276","72.246.151.67","10.9.2.177","TCP","1434","1388615","443  >  57268 [ACK] Seq=1388615 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4182","82.991276","72.246.151.67","10.9.2.177","TCP","1434","1389995","443  >  57268 [PSH, ACK] Seq=1389995 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4183","82.991320","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1391375 Win=4215 Len=0"
"4184","82.992349","72.246.151.67","10.9.2.177","TCP","1434","1391375","443  >  57268 [ACK] Seq=1391375 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4185","82.992349","72.246.151.67","10.9.2.177","TCP","1434","1392755","443  >  57268 [PSH, ACK] Seq=1392755 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4186","82.992369","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1394135 Win=4215 Len=0"
"4187","82.992679","72.246.151.67","10.9.2.177","TCP","1434","1394135","443  >  57268 [ACK] Seq=1394135 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4188","82.992679","72.246.151.67","10.9.2.177","TCP","1434","1395515","443  >  57268 [PSH, ACK] Seq=1395515 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4189","82.992679","72.246.151.67","10.9.2.177","TCP","1434","1396895","443  >  57268 [ACK] Seq=1396895 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4190","82.992708","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1398275 Win=4215 Len=0"
"4191","82.995247","72.246.151.67","10.9.2.177","TCP","1434","1398275","443  >  57268 [PSH, ACK] Seq=1398275 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4192","82.995247","72.246.151.67","10.9.2.177","TCP","1434","1399655","443  >  57268 [ACK] Seq=1399655 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4193","82.995247","72.246.151.67","10.9.2.177","TCP","1434","1401035","443  >  57268 [PSH, ACK] Seq=1401035 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4194","82.995247","72.246.151.67","10.9.2.177","TCP","1434","1402415","443  >  57268 [ACK] Seq=1402415 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4195","82.995281","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1403795 Win=4215 Len=0"
"4196","82.995754","72.246.151.67","10.9.2.177","TLSv1.2","1434","1403795","Application Data"
"4197","82.995754","72.246.151.67","10.9.2.177","TCP","1434","1405175","443  >  57268 [ACK] Seq=1405175 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4198","82.995769","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1406555 Win=4215 Len=0"
"4199","82.997280","72.246.151.67","10.9.2.177","TCP","1434","1406555","443  >  57268 [PSH, ACK] Seq=1406555 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4200","82.997280","72.246.151.67","10.9.2.177","TCP","1434","1407935","443  >  57268 [ACK] Seq=1407935 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
"4201","82.997280","72.246.151.67","10.9.2.177","TLSv1.2","1434","1409315","Application Data"
"4202","82.997307","10.9.2.177","72.246.151.67","TCP","54","502","57268  >  443 [ACK] Seq=502 Ack=1410695 Win=4215 Len=0"
"4203","82.997686","72.246.151.67","10.9.2.177","TCP","1434","1410695","443  >  57268 [ACK] Seq=1410695 Ack=502 Win=501 Len=1380 [TCP segment of a reassembled PDU]"
